full_text,sentiment
Saatnya Perubahan di 2024 dengan Anies Muhaimin. AMIN #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 https://t.co/keuvRpguaZ,netral
@habiburokhman @prabowo tiap debat koq yg diserang hal yg sama ya? @jokowi @gibran_tweet @kaesangp https://t.co/3051FAJsqw,positif
@VIVAcoid - dalam hati kedua capres lain Ganjar: hah? kok eh gmn sih Anies: yampun ngawur njir - ekspresi kedua capres diliat Prabowo Ganjar &amp; Anies: ,netral
@emprordoom @neohistoria_id Tapi prabowo kalo ngomong tuh hrus detail mnyeluruh jdi tu masih pendahuluan lom nyampe k bgian kesimpulan kayanya,netral
@kikysaputrii sama seperti pak lurah mencampakan ganjar ,netral
Yang dukung Anies - Muhaimin (AMIN) mutualan yuk saling follow plisss. Emosi No 1 Paslon 3 Nyerang #DebatCapres,positif
Banyuwangi berkembang sejak dipimpin Bupati kader PDI-P Kang @AzwarAnas_A3. Saya yakin PDI-P dan Ganjar - Mahfud menang di Banyuwangi. ,positif
@tvOneNews Saya pilih pak Anies Baswedan,positif
@habiburokhman Kasian Harun arrasid dukung prabowo terbunuh dan di tggal oleh prabowo. Nanti yg dukung prabowo akan di tggal jugak. Prabowo itu penghianat dan dan tak bertanggung jawab.,netral
Highlight Debat Perdana Capres 2024: Sengitnya Duel Argumen Prabowo Vs Anies https://t.co/ZRIQurv5kp,netral
Maksudnya karena Prabowo kalah oleh Anies dan Ganjar? Boleh juga diajukan ke @KPU_ID biar sekalian minta tukar posisi PS dengan Gibran ,netral
@WAHYU_UNIFORM @siregar_elang @Abdulla55556212 @mohmahfudmd @mohmahfudmd mengkritik food estate? Anda itu adalah Menko yg membawahi Dephan. Jokowi itu orang yg setia kawan ketika anda gagal jadi cawapres 2019 dia mengangkat anda jadi Menkopolhukam yg lebih bertaji dari wapres. Etika Politik anda buruk! Pak Mahfud. Lebih baik mundur!,negatif
Udah semakin yakin dengan pilihanmu belom?? Anies Baswedan Prabowo Subianto dan Ganjar Pranowo beradu gagasan dalam debat capres ke-5 yang diadakan di Jakarta Convention Center pada Minggu (4/2) malam. https://t.co/citB3Hg8UK,netral
@Afifshan @idextratime Dari kebodohannya dia tim anis muhaimin,negatif
@ramydhia @mazzini_gsp Sepemikiran Anies soft ke Ganjar begitupun sebaliknya kalo ke Prabowo keduanya galak dengan style masing masing ,netral
@RadioElshinta Ya jelas Pak Muhaimin lah beliau tau fakta dan solusinya. #CakIminMenangDebat,netral
@Dennysiregar7 Poling anda sendiri kalah...Emang klu nyerang pribadi apalagi pakai data 2 yg keliru masyarakat malah akan pilih Pak Prabowo Gibran,netral
Calon Wakil Presiden Nomor urut 1 Muhaimin Iskandar atau Gus Muhaimin akan mengikuti Debat Kedua Cawapres 2024 yang diselenggarakan oleh KPU #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 https://t.co/7Pa8wbpkIO,netral
@alextham878 Gibran Polah Prabowo kepradah. Adakah yg masih tahu artinya ini? ,netral
@BosPurwa Salut.. Gus Muhaimin lebih baik kehilangan waktu menjawab nya dr pada jawab nya asal2an..,netral
@elchanatmadja @David_Wijaya03 @03__nakula @__AnakKolong @nety_rusi @Anak__Ogi @GantineRamane @Ganjar_Mahfud03 @ex_AnakLolina @EviDrajat @chicohakim @Miduk17 @prabowo @Gerindra @psi_id @grace_nat @IsyanaBagoesOka @Uki23 @CherylTanzil @Fahrihamzah Ambyar dah aturannya pendukung paslon kok datangi moderator mana pengawasan @KPU_ID @bawaslu_RI ?,netral
@kumparan Gass poll 2024 Ganjar Mahfud jadi presiden,netral
Nggak asal janji Ganjar-Mahfud bener-bener punya program kesehatan mental yang masuk akal @Mizan_DgNombong VisiMisi GanjarMahfud https://t.co/3gk31iUfX9,netral
@RandomWorldWar @realfedinuril @prabowo @Dahnilanzar Ya ini masih masuk akal tapi yang gak masuk akal kerjasama dibidang agrikultur... Kek aneh banget gitu lo..,netral
Anak Kecil Aja Nyaman Sama Pak Ganjar ini membuktikan Bahwa Capres 03 ini mampu memberi kenyamanan pada semua rakyat Indonesia. Semakin #YakinPilihGanjar Bismillah @ganjarpranowo @mohmahfudmd M3nang Pilpres 2024 ini aamiin #GanjarMahfud2024 https://t.co/aytPN6jZhs,positif
@kumparan All in pasangan nomor 3 ganjar-mahfud pokoknya,positif
Ganjar-Mahfud adalah tandem yang punya cara baru dalam mengatasi kemiskinan @mymatchlatte VisiMisi GanjarMahfud https://t.co/C0pi64Q9nE,positif
@fadlizon @prabowo Saya kagum dengan politisi seperti anda. Antara logika perasaan dan realita bisa saling disconnect. Gimana cara melatihnya?,netral
@Nikmatul_Sg merah berani merakk semarak penuh semangatt bismillah m3nang bersama ganjar mahfud mewujudkan Indonesia sejahtera dan bebas korupsi aamiin,netral
@vsmpp Lebih soft dibanding debat sebelumnya,netral
Misi pasangan capres-cawapres nomor urut 1 Anies Baswedan-Muhaimin Iskandar dalam bidang ini berbunyi: #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW,positif
Tanpa jokowi dari dulu hingga sekarang memang partai yg dintai Rakyat,netral
@geloraco pemimpin yg di kagumi rakyat Anies Muhaimin,positif
Mulut Budiman Sudjatmiko Bocor Banget Buka-bukaan soal Strategi Gibran Hadapi Muhaimin dan Mahfud di Debat Cawapres Besok https://t.co/FG0B4J3HAO,netral
@liputan6dotcom Anis Muhaimin Indonesia FOREVER,netral
@SahabatAKost @vctrkmng aturan mah pak anies nanya soal pertahanan ke menteri perikanan dan kelautan . kalo nanya ke kemenhan dianggap personal.,positif
@cakimiNOW Cak Imin jgn lupa banyak belajar lagi biar bs sprt pak Anies.. hilangkan ungkapan njenengan yg sllu blng hrsnya njenengan yg jd presiden dan kurangin cengengesan. Banyak belajar banyak baca banyak nanya sm pak Anies biar keliatan bodoh.,negatif
@juliarahma246 @akunrillcuy @WeduusBalap @bengkeldodo @Ndons_Back @BANGSAygSUJUD @Bank_Joee_ @Alie_Fahnoor @99propaganda @PartaiSocmed @AndreasSolusi @Kimberley_PS08 @are_inismyname @Lembayung071 @prabowo @gibran_tweet silakan katain pendukung 02 berbagai macam hinaan supaya kalian keliatan bngt ngerasa pilihannya tercerdas terintelek terbersih. cemooh kalian gak ngaruh wir saya pilihan kami. All in 02 #PrabowoGibran ,netral
@bujangkinangan @DimsPrastyo Tinggal liat forum dialog aja.. Klo Anies ada di desak Anies atau dialog IDI,netral
@WaktunyaIDMaju Prabowo gibran melanjutkan jokowi..apakah selama 9 tahun menjabat ekonomi Indonesia meroket?? Apakah kita harus percaya Prabowo gibran akan bisa membuat ekonomi Indonesia kuat hy mengandalkan hutang??,positif
Ganjar-Mahfud memperlihatkan pemahaman mendalam tentang pentingnya fundamental korporasi dalam mendukung investor yang cerdas dan berwawasan. @schyryz Juara ! Sat Set https://t.co/iTZUEmWcb2,positif
Ganjar-Mahfud membawa semangat inovasi yang diperlukan untuk menghadapi dinamika perdagangan global. @vanessaavraa Hebat ! Pasti Lebih Baik https://t.co/nYen7OxmD9,positif
@aryprasetiyo007 Lah baru sadar. Dari dulu gayanya Anies seperti itu. Dia akan melakukan apapun untuk terlihat keren dan cerdas. Terlihat ya.,negatif
Momen kedatangan capres-cawapres No 1 Anies Baswedan &amp;#8211; Muhaimin Iskandar di lokasi acara Debat Capres https://t.co/uleLAitJiP,netral
Prabowo: Kalau rakyat tidak suka Prabowo Gibran jangan pilih kami! Rakyat: Siiyappp jenderal laksanakan!!,netral
@Uki23 Dari debat sudah terlihat pak anies - muhaimin yg jauh lebih layak menjadi presiden RI,netral
Selanjutnya Pasangan Anies-Muhaimin menempati urutan kedua dengan elektabilitas 16 7 persen sementara pasangan Ganjar-Mahfud berada di posisi terakhir dengan perolehan suara sebesar 15 3 persen. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,negatif
Solidaritas PKS dan Anies-Muhaimin adalah fondasi kuat untuk mewujudkan kedaulatan ekonomi bangsa. #PKSmenangAMIN PilihPKS CoblosAMIN,positif
@Gus_Raharjo Nih ibu atikoh istri pak ganjar yg kemaren kena fitnah krn ikut aktif berkampanye itu udh resni pensiun dr pns nya sah2 aja ikut bergotong royong menyampaikan hal baik seperti program2 Ganjar Mahfud ke seluruh masyarakat biar mereka juga kenal ibu negara,positif
@dekade_08 @zarryhendrik perasaan anies ga blg 700t buat belanja deh coba tonton lg,netral
@okezonenews Tetap semangat pak Ganjar Mahfud untuk Indonesia lebih maju dan unggul,netral
@bengkeldodo @alextham878 @Alexemeru @aji_lembu @adri_7i @AditBandit234 @Ndons_Back @are_inismyname @DarekaRendy @florieliciouss @dika_maxelyou Prabowo Gibran Paslon ga ada etika,netral
@detikcom Gibran pemimpin yang membawa semangat baru bagi pertumbuhan ekonomi yang inklusif,netral
Anis kesukaan Amerika CS Dengan alat demokrasi dan keadilan Harga Diri Bangsa Menoton Ganjar Membenahi Sistem dan administrasi Dan enak didengar untuk dongeng tidur GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,positif
Indonesia saat dipimpin Bung Karno sangat disegani dunia padahal kita baru merdeka sekarang saatnya kita melakukan PERUBAHAN supaya Indonesia kembali disegani dunia internasional bersama anis muhaimin #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/NFxRYVy31q,positif
@henrysubiakto Yo wis..Ganjar Mahfud wae Matur nuwun Prof..,positif
Sudah tahu karbitan kok mengharap banyak sih ... Yang bodoh Pendukung atau @gibran_tweet nya atau malah keduanya ? ,negatif
@Gank_Of_Petojo @gibran_tweet Si Samsul juga belum tentu paham dg pertanyaannya. Robot kan cuma mengikuti perintah programmer. Mau didandanin kayak apa aja emang isi kepalanya gak nyampe. - RG,negatif
@stobsjr @SammiSoh Sebab isu 3 periode itu sesungguhnya memang bkn kehendak Jokowi tp kehendak Muhaimin PKB,netral
Kebersamaan PKS dan Anies-Muhaimin adalah pondasi kokoh bagi masa depan yang lebih baik untuk negeri ini. #PKSmenangAMIN PilihPKS CoblosAMIN,positif
Calon wakil presiden (cawapres) nomor urut 1 Muhaimin Iskandarmenjelaskan alasan target pertumbuhan ekonomiyang hanya 5 5 hingga enam persen. Menurutnya target pertumbuhan di bawah tujuh persen itu lebih realistis untuk dicapai. Selengkapnya cek di https://t.co/05RcnURFIN https://t.co/s355uOoXd7,netral
@TsamaraDKI gua anak muda tapi gaberani tuh begitu tingkahnya sama org tua apalagi dari segi keilmuannya juga lebih jauh di atas gua. jadi gibran ngewakilin anak muda yg mana?,netral
Paslon 03 diem diem nyelepet #DebatCapres https://t.co/zGwtSAX3rh,netral
Ganjar-Mahfud bener-bener mengerti kebutuhan rakyat @onlymenotyall VisiMisi GanjarMahfud https://t.co/txgf7eTl5K,positif
@JMehehehe @MasDofir83 Mau ngomongin ambisi? Prabs udh nyalon dari 2009. Kurang ambisi apalagi? Ngomongin pindah kubu? Prabs jg seenaknya pindah kubu dan gamau jd oposisi pas 2019. Gausah merasa jd paling berjasa dan tersakiti deh. Kenyataannya doi 2 debat terakhir dimasak habis2an sama anies dn ganjar,positif
@gibran_tweet Gimana bang??? Udah merasakan jadi paling asik sendiri di tongkrongan?,netral
@BosPurwa Tetap pilihan Prabowo Gibran. Karena hanya mereka yg bisa bawa Indoensia maju.,positif
@Gus_Raharjo #MahfudLebihBaik dari segi kualitas di banding gibran Ganjar Mahfud Satset meminta Polri untuk bekerja sama dalam membabat habis mantan jendral yang menjadi bekingan para mafia tambang https://t.co/EVgbaFgFue,positif
@firdausarvyanti Ide brilian emang kalo itu bagus ya akan dipakai pak prabowo ️️,netral
@msaid_didu @gibran_tweet Mau gimana lagi yg di hafalan adanya itu,netral
Kampany3 Akbar Ganjarr-Mahfud menjadi ajang bagi setiap individu untuk mengungkapkan aspirasinya. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @kwkwkusuma #GanjarPresidenRakyat #GanjarMahfud2024 #Coblos3 https://t.co/3mlRbJ3E1G,netral
@SOBAT_ANIES SGIE SiGrmoyEmosian,positif
@gibran_tweet Mas gibran tolong pak Prabowo diredam fokus gagasan saja sesekali nyelepet aja,netral
Segitu ketakutannya ya klo engga ya tinggal bantah diemin jg ilang sendiri. Kaya waktu Kiky saputri koar koar ganjar nge cut roastingan nya ya klo engga ya ngapain repot. Semua orang tau gibran curang nepotisme ga ada adab. Cm pendukungnya aja pada nerima.,netral
Nunggu klarifikasi bahwa biasa pak Prabowo bercanda canda SGIE Agung Sedayu Fadli Zon Pak Anies carbon capture madura Gibran Bahlil Cerai Cak Imin https://t.co/BMqRDqwc5G,netral
Debat capres cawapres pertama serruu #AMINTerbaikNomor1 #AMINUnggulDebatCapres https://t.co/hNhnK4LaCd,netral
@kangdede78 Tetap songong gibran,netral
@tempodotco @gibran_tweet itu film tentang seorang tukang mebel yang sudah lupa daratan.,netral
@republikaonline Pak Prabowo kenapa pake jas ya? Masuk angin kah?,netral
@elittaKusumapu2 @BANGVELLX @txtdrpemerintah Yg dinilai kan kinerja menhan selama menjabat bukan menilai kehidupan pribadi pak prabs . Emang siapa yg bantuin pak Anies jadi gubernur??? Pak Sandiaga Uno???,netral
Mahfud MD nilai jawaban Gibran atas masalah tambang ilegal terlalu enteng. Padahal ini masalah serius karena ada pejabat yang melindungi. #bisnisupdate #update #bisnis #text https://t.co/Aayjzni4BY,netral
@Fahrihamzah selagi masih ada Paslon yg lain saya pilih yg lain drpd pilih Prabowo https://t.co/c0O6yQwUfa,negatif
Debat Capres... Anis.....Mantan Gubernur... Prabowo...Menhakam Aktif Ganjar.... Gubernur Jateng..Aktif.. Konstitusi bisa berubah....sesuai Kepentingan....Tahu sama Tahu...Kita Bukan Anak anak ...katanya ....,netral
@hrdoet @hapuskanpinjol @neohistoria_id @negativisme @prabowo @memelord_666666 @PartaiSocmed emang itu gambar apa ?,netral
@endangbambhang @fadhilrafiii920 @iwanHer53286356 @PartaiSocmed @kikysaputrii @BurhanMuhtadi Lah makanya gue 2019 milih jokowi soalnya prabowo wktu kmrin2 keras bgt marah2 mulu. Beda sama sekarang,netral
Bukan cuma janji manis Ganjar-Mahfud beneran tindak kesehatan mental jadi prioritas utama! @mizzakiah VisiMisi GanjarMahfud https://t.co/JwPlD9w3cL,netral
Konsolidasi TKD Prabowo - Gibran di Cigadong Kabupaten ... - SERGAP https://t.co/fguxZjkFwF #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,positif
 Saya ingat sekali Gus Muhaimin dulu sempat ikut meresmikan dan potong tumpeng di IKN kok sekarang menolak. ,negatif
@qalsrama Kalau pak Anies nafsu akan kekuasaan seharusnya Pilpres 2019 menerima tawaran orang untuk menjadi Capres dan tawaran pak Prabowo menjadi Cawapres tapi pak Anies tolak karena komitmen ingin mengabdi di Jakarta.,netral
@Hasbil_Lbs @caponkbiru @prabowo @ganjarpranowo @aniesbaswedan Biasakan nnton full bang jgn bagian prabowonya saja ,netral
Calon Wakil Presiden nomor urut 2 Gibran Rakabuming menyinggung nama Co-captain Timnas Anies-Muhaimin (AMIN) Thomas Lembong saat menyampaikan isu Lit... https://t.co/XjD8TGhORT,netral
Tanggapi Dirty Vote Gibran Sebut Jika Ada Kecurangan Harap Lapor https://t.co/NskmYwayZZ #TempoVideo,netral
@BambangSetyadix @FendyGu00473219 @Dennysiregar7 Anjaayyyy lulusan mana sih dia ????? Yakin deh prabowo dan jajarannya akan segera mendepak dia .,netral
Gibran: Bagaimana langkah Gus Muhaimin untuk menaikkan peringkat Indonesia di SGIE? Cak Imin: Terus terang SGIE saya nggak paham SGIE itu apa? #DebatCawapres #DebatCawapers #GibranMembuktikan Pak Anis now: https://t.co/RIKU0Q2Iiq,netral
Kok bs cendikiawan yg slepet Gusdur malah dislepet oleh bocah nepo di debat pertama. Kalo soal kapasitas intelektual percayalah byk yg lebih buruk dr Muhaimin tp bs perform. Muhaimin ini salah 1 org yg mempopulerkan frasa buruh tani mahasiswa rakyat miskin kota . Aktf nulis jg https://t.co/vpEX4nQWF0,netral
@sutanmangara Berarti Daniel Azhar itu penyebar Fitnah .. jelas Pak Anies menyatakan anggaran kementrian pertahanan selama 5 thn y total y memang 700 T..,netral
@IAmPaimo Coba gue penasaran si paling prabowo apakah dukung dari 2009 sejak doi berpasangan dengan bu mega?,netral
Setahun perjalanan Anies-Muhaimin kami menemukan banyak poster rakyat yang tidak dibiayai uang dari Jakarta tapi dari keringat jernih hasil kerja keras mereka. #debatcapres #pemilu2024 #aminajadulu,positif
Gibran menyayangkan hal tersebut lantaran menurutnya Mahfud tidak menjawab secara tegas pertanyaan yang diberikan. https://t.co/2DDYF1gVYL,netral
Dari debat semalam lalu sudah dapat disimpulkan bahwa Anies tentunya akan merajai debat dengan berbagai kata dan retorikanya tetapi kali ini standing position-nya terasa agak kurang karena sering menyerang satu Paslon to be fair Pak memang debat ofensif itu bagus dan -cont'd,positif
@ganjarpranowo Suasananya pecah bgt dengn pak ganjar gak ada bosennya,netral
@Hasbil_Lbs Yang ditanyakan Anies itu bukan masalah huruf Arab tapi sudah masuk pada ilmu untuk memahami cara baca Alquran secara baik dan benar yang di sebut dengan Ilmu Tajwid,netral
Vibes nya udah Persis Presiden dan Wakil Presiden RI ke 8. Presiden RI : Anies Baswedan Wakil Presiden RI : Muhaimin Iskandar Yang setuju RT yuk #AniesFinalStage #AForEvery1 #debatcapres2024 https://t.co/SPHDzMV0GU,netral
Kapten Tim Pemenangan Nasional (Timnas) Anies-Muhaimin (Amin) Muhammad Syaugi Alaydrus menyebut calon presiden (Capres) nomor 1 satu Anies Baswedan akan bermain menyerang pada debat ketiga pemilihan presiden (Pilpres) 2024 hari ini Minggu (7/1/2024). https://t.co/xdtHbYL7oT,positif
@detikcom Mas Gibran ganteng nya kebangetan,netral
@Dahnilanzar @prabowo @gibran_tweet Baliho rusak ngamuk negara rusak diam bae,netral
Jujur pas gw denger pertanyaan pak anies ge langsung cekikikan bilang ke adek gw liat nih ntar prabowo pasti bakal jawab Memperbaiki gizi ibu hamil Terus pak anies bakal ngerespon dgn bawa soal kekerasan seksual kesetaraan dll DAN TEBAKAN GW BENER,netral
@tvOneNews Prabowo gibran menang malu satu putaran,netral
@ghosty2021 @itskaaa24 @_milkgyuu @hunmanity Wkwkwk sama kek temen gw dia software engginer bisa2nya bilang jaki ngga guna dan ngga solutif. Gw ngga habis pikir app sebagus itu dan sesolutif itu dibilang ngga guna. Btw dia pembenci anies garia keras kayanya. Bahkan program anies di jakarta katanya pencitraan semua,netral
@DPNAminBalad @cakimiNOW Gus Muhaimin Keren @cakimiNOW #RezimPerusakLingkungan #AMINAjaDulu,netral
@Dahnilanzar @basuki_btp Kurang lebih pemilih Pak Prabowo di 2019 64 juta. Beliau gabung di pemerintahan sbg menhan. Menurutmu beliau itu bukan pengkhianat pada pemilihnya hah ?!. Sampai matipun hanya pantas sbg capres orang seperti itu. Bumi pertiwi tidak sudi di pimpin oleh seorang pengkhianat sejati,netral
Ganjar-Mahfud membawa semangat inklusivitas di mana setiap perempuan dihargai tanpa pandang bulu . Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @aji_defran #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 https://t.co/v763d5yDIm,positif
@Kappa_2023 @hikmat_says @kepinginpintar Anies jg dipecat bukan karna gagasan tp mau bongkar praktik kotor d pendidikan. Justru gagasan dia pas jd mendikbud banyak yg bilang bagus dan banyak yg merasakan. Tp klo anda jg mau menilai anies jelek silakan si sebenernya bebas kita selama wakanda no more Indonesia forever,netral
@muthiastp Karena Mahfud menolak. Kalau Mahfud menerima Demokrat tidak hengkang PKB dan Muhaimin tetap di kubu Prabowo.,netral
Ganjar-Mahfud pilihan cerdas untuk generasi yang ingin Indonesia maju @official_masboy VisiMisi GanjarMahfud https://t.co/f8rJczH3MT,netral
@xquitavee @prabowo Itu jawaban uh terlalu sederhana n cari aman.... Nyatanya semalam gak bisa menjawab... Omongan buzer tergantung pesanan ya,netral
@kangdede78 Awas blunder tim Prabowo bukan yg suka lapor2,netral
Relawan Prabowo-Gibran Lamongan: Gibran Membuat Keok Muhaimin dan Mahfud MD https://t.co/dS0PntcCYa,positif
@99propaganda @prabowo Wkwkwk wkwkwk wkwkwk benar.. Wkwkwk wkwkwk wkwkwk,netral
@vany778126 @AdeLeonardo Iya setuju sih.. soal jebak menjebak ya semua paslon jg ngelakuin itu sih caranya aja yg beda.. singkatan ini walo diomelin di twitter tp pa jokowi pake cara itu jg dan berhasil ya hehe.. kata kunci gibran td gus muhaimin sbg ketua umum pkb hehe.. parpol islam terbesar,netral
Gw akan lebih paham dengan bahasa ganjar ke masyarakat daripada abah anies mungkin nanti kita flip the fucking coins lg kaya menentukan minat di fakultas hukum atau teknik Hukun Inter atau Hukum Pidana ,negatif
@satrio_tone @are_inismyname @zarryhendrik @seeksixsuck @kurawa @P4P4B0W0_2024 @99propaganda @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @florieliciouss @Kimberley_2024 bilangin gibran bang klo debat,netral
Ganjar-Mahfud memahami bahwa keberlanjutan ekonomi bergantung pada pengelolaan perdagangan yang cerdas dan berkelanjutan. @violet_adreane Juara ! Pasti Lebih Baik https://t.co/1ouQHv2SOP,positif
@zarryhendrik Ah waktu gibran jebak dgn pertanyaan singkatan sambil ngomong maaf pak kl pertanyaan nya agak susah anda diam saja ga komentar,netral
@tempodotco berarti positif pemilu curang dan Gibran bakal bunuh Prabowo,netral
@Nikmatul_Sg Yoosssshhhhh !!!! Menang Total Ganjar Mahfud Setia mendukungmu ,positif
@budimandjatmiko @gibran_tweet Budiman jadi Gakberbudiman ,netral
@bumnbersatu Anies Muhaimin kita mengharapkan punya president yg berahklak dan beretika yg amanah jujur tegas tdk takut oligarky tdk mendukung korupsi takut pada Tuhannya itu yg lebih utama,netral
@tvOneNews all in Ganjar Mahfud ,netral
M45Broo Berat. Kalo Ganjar Pranowo dan Machfud MD menang itu adalah mukjizat GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,positif
Anis Baswedan Cerdas Santun Santri. Pasangan Ideal Anis-Muhaimin #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/fLWjryWdWF,positif
@kinderrry Anies memang paling TOP di debat tadi malam.,positif
@UthnkImInnocent @prabowo iyaa yaa kenapa beliau itu emosian sekali orangnya,netral
@serbukupil @aphroinme @Gerindra Dia kasih nilai ada landasannya! itu hak rakyat Indonesia emang pak anies saat itu masih jadi gubernur???????,netral
Bandar Terpercaya dengan Permainan TerLengkap &amp; Sistem Permainan yang Sangat Fair ! Proses CEPAT Depo &amp; WD Min. 10 RB Link: tarocinta com (koma ganti titik) WA 087881508351 #tarotogel Gibran ES GE I E Mahfud Agung Sedayu Bahlil #02Melanjutkan El Sulfat #jumatberkah #videoviral https://t.co/USwq0TxFwo,netral
@tribunnews hanya pak prabowo yg hebat yg sampai terfikirkan ide brilliant ini,netral
Jalan Sehat Anies Muhaimin Sidoarjo Jawa Timur https://t.co/9BA7vooAzZ,netral
@UNSfess_ kalo maksudlu itu riding the wave waktu masalah ahok dulu skrg ini beliau sampe turun dari dirut buat ngikut ngampanyein 03 doesn t it obvious kalo demokrasi indonesia baru mengkhawatirkan.. tambahan juga anies lbh byk kasi izin gereja drpd masjid wakty jd gub,netral
@Fahrihamzah Ikuti kata Jokowi dan Wiranto... TOLAK PRABOWO... https://t.co/ft3bXJ6vrj,negatif
@WaktunyaIDMaju Semoga prabowo gibran menang,positif
Dengan Ganjar-Mahfud yakin Indonesia bisa lebih unggul @poteepotato VisiMisi GanjarMahfud https://t.co/bKpqBPdmVq,positif
@kochengrumahan @kinokuniwa Belum pengalaman? Wkwkwk solo berkembang pesat dipegang mas gibran Lawak sekali tnpa melihat langsung dilapangan,positif
PolJokesID bicara dgn pengalaman di jkt ganjar pengalaman di jateng dan nebeng jokowi GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,positif
1. anies 2. prabowo 3. ganjar 4. manchester united siapapun yang kelen pilih tetap aja yang kalah emyu,netral
sering kali jawabannya nggak nyambung sama pertanyaan belum lagi sifatnya yang kadang suka merendahkan orang lain itu yang bikin gue nggak sreg. pas di ideafest salah satu contohnya kontras bgt suasana di panggung dan pertanyaan panelis saat sesinya pak anies dan pak ganjar,netral
@erickthohir @prabowo @gibran_tweet GAGASAN OTENTIK GAGASAN KOSMETIK https://t.co/hp7VpxoRJu,netral
Pak Ganjar dan Mahfud nih punya visi yang oke banget buat atasi masalah kesehatan mental ini baru pemimpin! @KimFebby9 VisiMisi GanjarMahfud https://t.co/yX7NyTiPxO,positif
@barmen2j84 @ggggggfrf3 @jokowi @prabowo @gibran_tweet @aniesbaswedan @cakimiNOW @ganjarpranowo @mohmahfudmd @permatadnda @Tutik93287999 @JuandaDemang kalau hasil surveinya menaning 01 pasti kamu percaya,netral
@ajengcute16__ Mbak @ajengcute16__ Berarti anda MENGHINA junjungan anda sendiri yakni pak SBY.Pak SBY 3x lho MENDUKUNG Prabowo pada gelaran pilpres : 2014 2019 &amp; 2024.,netral
@Nikmatul_Sg PDI Ganjar kuatttt siap bertempur dan membawa kemenangan MERDEKA!!,positif
@DenmasSojo @aniesbaswedan Ini pas Pa Anies berpendapat semuanya diam mendengarkan dengan hidmat. Calon pemimpin yang punya wibawa ya gitu. Aminajadulu,positif
@tempodotco Semakin cinta dan sayang deh sama pak Prabowo,netral
@ruthnats Gegara anies gw tau artinya demokrasi sesungguhnya..gw pikir cm yg penting coblos trus bhay,positif
@kikysaputrii @prabowo Minta maaf itu setelah bilang omon omon langsung bukan pas acara debat setelah tantrum sepanjang waktu kampanye bully Anies.. minta maafnya untuk nyari simpati aja! Netral nih yeee.. Btw makasih udah roasting Cak Imin dan Anies Baswedan.. itu blunder 02 terbesar ,netral
@hasmibakhtiar Menarik sekali si Hasmi ini. Di satu sisi banyak cuitan Palestina. Di sisi lain pendukung gemoy dan nampaknya demam perubahan. Dia menyerang Pak Anies. Bagi gue yg penting Amin aja dulu.,netral
Gibran tanyakan soal State of the Global Islamic Economy atau SGIE pada Muhaimin Iskandar atau Cak Imin. Debat Cawapres untuk Pilpres 2024 digelar di JCC Jakarta Jumat (22/12). Ketiga cawapres Muhaimin Iskandar atau Cak Imin Gibran Rakabuming Raka dan Mahfud MD beradu https://t.co/j9NI3Xvkmz,netral
Muhaimin Berharap Kenaikan Elektabilitas dari Debat Capres Pamungkas Malam Ini https://t.co/nYESuQrMfW #TempoNasional,netral
@ekokuntadhi1 @ganjarpranowo Menurut aku yg pantas pimpin Indonesia memang pak anies baswedan.... Klo prabowo melanjutkan rezim ini sama saja tambah bikin ruwet lg tambh gak jelas cuma omdo.,netral
@yaniarsim @gibran_tweet 1001 tipu muslihat d siapkan tim Paslon 02 untuk cawapresnya biar gak plonga plongo.,netral
SGIE itu banyak kepanjangannya Gibran cuma nanya sebagai ketua PKB Gus Muhaimin pasti tau bagaimana cara meningkatkan SGIE....ga mutuuuu,netral
@KRMTRoySuryo1 mending turu pak daripada ngomong ngan ngong ngga ada ujungnya. masih bagusan pak mahfud ‍,netral
Kalau lihat ini yg gak ada etika adalah prabowo pak anies hendak mendatangi mengit pak ganjar. Prabowo langsung kabur buang muka. Bener gak menurut kalian?,netral
@astavi57 @narkosun @gibran_tweet Jumlahnya ngalahin total jumlah penduduk lndonesia saat ini yang komposisinya juga umur dari 0-70 tahun lebih,netral
Saya bukan pendukung Anies saya hanyalah anak muda yang benar-benar ingin melihat Indonesia jadi lebih baik kedepan.,positif
@ridwanhr Bener bgt bang :(,netral
