full_text,sentiment,clean_full_text,word_count,text_preprocessed
Mahfud MD nilai jawaban Gibran atas masalah tambang ilegal terlalu enteng. Padahal ini masalah serius karena ada pejabat yang melindungi. #bisnisupdate #update #bisnis #text https://t.co/Aayjzni4BY,netral, Mahfud MD nilai jawaban Gibran atas masalah tambang ilegal terlalu enteng. Padahal ini masalah serius karena ada pejabat yang melindungi.      ,20,mahfud md nilai gibran tambang ilegal enteng serius pejabat lindung
@Fahrihamzah selagi masih ada Paslon yg lain saya pilih yg lain drpd pilih Prabowo https://t.co/c0O6yQwUfa,negatif,  selagi masih ada Paslon yang lain saya pilih yang lain daripada  pilih Prabowo  ,13,paslon pilih pilih prabowo
Debat Capres... Anis.....Mantan Gubernur... Prabowo...Menhakam Aktif Ganjar.... Gubernur Jateng..Aktif.. Konstitusi bisa berubah....sesuai Kepentingan....Tahu sama Tahu...Kita Bukan Anak anak ...katanya ....,netral, Debat Capres... Anis.....Mantan Gubernur... Prabowo...Menhakam Aktif Ganjar.... Gubernur Jateng..Aktif.. Konstitusi bisa berubah....sesuai Kepentingan....Tahu sama Tahu...Kita Bukan Anak anak ...katanya .... ,20,debat capres anies mantan gubernur prabowo menhakam aktif ganjar gubernur jateng aktif konstitusi ubah sesuai penting anak anak
@hrdoet @hapuskanpinjol @neohistoria_id @negativisme @prabowo @memelord_666666 @PartaiSocmed emang itu gambar apa ?,netral,        memang itu gambar apa ? ,5,gambar
@endangbambhang @fadhilrafiii920 @iwanHer53286356 @PartaiSocmed @kikysaputrii @BurhanMuhtadi Lah makanya gue 2019 milih jokowi soalnya prabowo wktu kmrin2 keras bgt marah2 mulu. Beda sama sekarang,netral,       Lah makanya saya 2019 pilih jokowi soalnya prabowo waktu  kemarin kemarin keras sekali  marah marah mulu. Beda sama sekarang ,19,pilih jokowi prabowo kemarin kemarin keras marah marah beda
Bukan cuma janji manis Ganjar-Mahfud beneran tindak kesehatan mental jadi prioritas utama! @mizzakiah VisiMisi GanjarMahfud https://t.co/JwPlD9w3cL,netral, Bukan cuma janji manis Ganjar-Mahfud benaran tindak kesehatan mental jadi prioritas utama!  VisiMisi GanjarMahfud  ,14,janji manis ganjar mahfud benar tindak sehat mental prioritas utama visi misi ganjar memahfud
Konsolidasi TKD Prabowo - Gibran di Cigadong Kabupaten ... - SERGAP https://t.co/fguxZjkFwF #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,positif, Konsolidasi TKD Prabowo - Gibran di Cigadong Kabupaten ... - SERGAP     ,11,konsolidasi tkd prabowo gibran cigadong kabupaten sergap
 Saya ingat sekali Gus Muhaimin dulu sempat ikut meresmikan dan potong tumpeng di IKN kok sekarang menolak. ,negatif,  Saya ingat sekali Gus Muhaimin dulu sempat ikut meresmikan dan potong tumpeng di IKN kok sekarang menolak.  ,17,gus muhaimin resmi potong tumpeng ikn tolak
@qalsrama Kalau pak Anies nafsu akan kekuasaan seharusnya Pilpres 2019 menerima tawaran orang untuk menjadi Capres dan tawaran pak Prabowo menjadi Cawapres tapi pak Anies tolak karena komitmen ingin mengabdi di Jakarta.,netral,  Kalau pak Anies nafsu akan kekuasaan seharusnya Pilpres 2019 menerima tawaran orang untuk menjadi Capres dan tawaran pak Prabowo menjadi Cawapres tapi pak Anies tolak karena komitmen ingin mengabdi di Jakarta. ,31,anies nafsu kuasa pilpres terima tawar orang capres tawar prabowo cawapres anies tolak komitmen abdi jakarta
@Hasbil_Lbs @caponkbiru @prabowo @ganjarpranowo @aniesbaswedan Biasakan nnton full bang jgn bagian prabowonya saja ,netral,      Biasakan nonton  penuh bang jangan bagian prabowonya saja  ,8,biasa tonton penuh bang prabowonya
Calon Wakil Presiden nomor urut 2 Gibran Rakabuming menyinggung nama Co-captain Timnas Anies-Muhaimin (AMIN) Thomas Lembong saat menyampaikan isu Lit... https://t.co/XjD8TGhORT,netral, Calon Wakil Presiden nomor urut 2 Gibran Rakabuming menyinggung nama Co-captain Timnas Anies-Muhaimin (AMIN) Thomas Lembong saat menyampaikan isu Lit...  ,20,calon wakil presiden nomor urut gibran rakabuming singgung nama cowok kapten timnas anies muhaimin amin thomas lembong isu lit
Tanggapi Dirty Vote Gibran Sebut Jika Ada Kecurangan Harap Lapor https://t.co/NskmYwayZZ #TempoVideo,netral, Tanggapi Dirty Vote Gibran Sebut Jika Ada Kecurangan Harap Lapor   ,10,tanggap kotor pilih gibran curang harap lapor
@BambangSetyadix @FendyGu00473219 @Dennysiregar7 Anjaayyyy lulusan mana sih dia ????? Yakin deh prabowo dan jajarannya akan segera mendepak dia .,netral,    Anjaayyyy lulusan mana sih dia ????? Yakin deh prabowo dan jajarannya akan segera mendepak dia . ,16,anjir lulus sih deh prabowo jajar depak
Gibran: Bagaimana langkah Gus Muhaimin untuk menaikkan peringkat Indonesia di SGIE? Cak Imin: Terus terang SGIE saya nggak paham SGIE itu apa? #DebatCawapres #DebatCawapers #GibranMembuktikan Pak Anis now: https://t.co/RIKU0Q2Iiq,netral, Gibran: Bagaimana langkah Gus Muhaimin untuk menaikkan peringkat Indonesia di SGIE? Cak Imin: Terus terang SGIE saya tidak paham SGIE itu apa?    Pak Anis now:  ,25,gibran langkah gus muhaimin naik peringkat indonesia sgie cak imin terang sgie paham sgie anies
Kok bs cendikiawan yg slepet Gusdur malah dislepet oleh bocah nepo di debat pertama. Kalo soal kapasitas intelektual percayalah byk yg lebih buruk dr Muhaimin tp bs perform. Muhaimin ini salah 1 org yg mempopulerkan frasa buruh tani mahasiswa rakyat miskin kota . Aktf nulis jg https://t.co/vpEX4nQWF0,netral, Kok bisa  cendekiawan yang slepet Gusdur malah dislepet oleh bocah nepo di debat pertama. Kalo soal kapasitas intelektual percayalah banyak  yang lebih buruk dari Muhaimin tapi bisa  perform. Muhaimin ini salah 1 orang yang mempopulerkan frasa buruh tani mahasiswa rakyat miskin kota . Aktf menulis juga   ,46,cendekiawan slepet gus dur dislepet bocah tepo debat kapasitas intelektual percaya buruk muhaimin memuhaim salah orang populer frasa buruh tani mahasiswa rakyat miskin kota aktif tulis
@sutanmangara Berarti Daniel Azhar itu penyebar Fitnah .. jelas Pak Anies menyatakan anggaran kementrian pertahanan selama 5 thn y total y memang 700 T..,netral,  Berarti Daniel Azhar itu penyebar Fitnah .. jelas Pak Anies menyatakan anggaran kementerian pertahanan selama 5 tahun  ya total ya memang 700 T.. ,23,daniel ashar penyebar fitnah anies anggar menteri tahan iya total iya trilliun
@IAmPaimo Coba gue penasaran si paling prabowo apakah dukung dari 2009 sejak doi berpasangan dengan bu mega?,netral,  Coba saya penasaran si paling prabowo apakah dukung dari 2009 sejak dia berpasangan dengan ibu mega? ,16,coba penasaran si prabowo dukung pasang mega
Setahun perjalanan Anies-Muhaimin kami menemukan banyak poster rakyat yang tidak dibiayai uang dari Jakarta tapi dari keringat jernih hasil kerja keras mereka. #debatcapres #pemilu2024 #aminajadulu,positif, Setahun perjalanan Anies-Muhaimin kami menemukan banyak poster rakyat yang tidak dibiayai uang dari Jakarta tapi dari keringat jernih hasil kerja keras mereka.    ,22,tahun jalan anies muhaimin temu poster rakyat biaya uang jakarta keringat jernih hasil kerja keras
Gibran menyayangkan hal tersebut lantaran menurutnya Mahfud tidak menjawab secara tegas pertanyaan yang diberikan. https://t.co/2DDYF1gVYL,netral, Gibran menyayangkan hal tersebut lantaran menurutnya Mahfud tidak menjawab secara tegas pertanyaan yang diberikan.  ,14,gibran sayang lantar turut mahfud
Dari debat semalam lalu sudah dapat disimpulkan bahwa Anies tentunya akan merajai debat dengan berbagai kata dan retorikanya tetapi kali ini standing position-nya terasa agak kurang karena sering menyerang satu Paslon to be fair Pak memang debat ofensif itu bagus dan -cont'd,positif, Dari debat semalam lalu sudah dapat disimpulkan bahwa Anies tentunya akan merajai debat dengan berbagai kata dan retorikanya tetapi kali ini kedudukan position-nya terasa agak kurang karena sering menyerang satu Paslon ke menjadi adil Pak memang debat ofensif itu bagus dan -cont'd ,42,debat malam simpul anies raja debat retorika kali dudu posisi nya serang paslon adil debat ofensif bagus contd
@ganjarpranowo Suasananya pecah bgt dengn pak ganjar gak ada bosennya,netral,  Suasananya pecah sekali  dengan pak ganjar tidak ada bosannya ,9,suasana pecah ganjar bosan
@Hasbil_Lbs Yang ditanyakan Anies itu bukan masalah huruf Arab tapi sudah masuk pada ilmu untuk memahami cara baca Alquran secara baik dan benar yang di sebut dengan Ilmu Tajwid,netral,  Yang ditanyakan Anies itu bukan masalah huruf Arab tapi sudah masuk pada ilmu untuk memahami cara baca Alquran secara baik dan benar yang di sebut dengan Ilmu Tajwid ,28,anies huruf arab masuk ilmu paham baca alquran ilmu tajwid
Vibes nya udah Persis Presiden dan Wakil Presiden RI ke 8. Presiden RI : Anies Baswedan Wakil Presiden RI : Muhaimin Iskandar Yang setuju RT yuk #AniesFinalStage #AForEvery1 #debatcapres2024 https://t.co/SPHDzMV0GU,netral, Vibes nya sudah Persis Presiden dan Wakil Presiden RI ke 8. Presiden RI : Anies Baswedan Wakil Presiden RI : Muhaimin Iskandar Yang setuju ayo     ,25,atmosfer nya persis presiden wakil presiden ri presiden ri anies baswedan wakil presiden ri muhaimin iskandar tuju rt ayo
Kapten Tim Pemenangan Nasional (Timnas) Anies-Muhaimin (Amin) Muhammad Syaugi Alaydrus menyebut calon presiden (Capres) nomor 1 satu Anies Baswedan akan bermain menyerang pada debat ketiga pemilihan presiden (Pilpres) 2024 hari ini Minggu (7/1/2024). https://t.co/xdtHbYL7oT,positif, Kapten Tim Pemenangan Nasional (Timnas) Anies-Muhaimin (Amin) Muhammad Syaugi Alaydrus menyebut calon presiden (Capres) nomor 1 satu Anies Baswedan akan bermain menyerang pada debat ketiga pemilihan presiden (Pilpres) 2024 hari ini Minggu (7/1/2024).  ,33,kapten tim menang nasional timnas anies muhaimin amin muhammad syaugi alaydrus sebut calon presiden capres nomor anies baswedan main serang debat tiga pilih presiden pilpres minggu
@detikcom Mas Gibran ganteng nya kebangetan,netral,  Mas Gibran ganteng nya kebangetan ,5,mas gibran ganteng nya banget
@Dahnilanzar @prabowo @gibran_tweet Baliho rusak ngamuk negara rusak diam bae,netral,    Baliho rusak amuk negara rusak diam baik  ,7,baliho rusak amuk negara rusak diam
Jujur pas gw denger pertanyaan pak anies ge langsung cekikikan bilang ke adek gw liat nih ntar prabowo pasti bakal jawab Memperbaiki gizi ibu hamil Terus pak anies bakal ngerespon dgn bawa soal kekerasan seksual kesetaraan dll DAN TEBAKAN GW BENER,netral, Jujur pas saya dengar pertanyaan pak anies g langsung cekikikan bilang ke adik  saya lihat nih nanti  prabowo pasti bakal jawab Memperbaiki gizi ibu hamil Terus pak anies bakal merespon dengan  bawa soal kekerasan seksual kesetaraan dan lain lain DAN TEBAKAN GW BENER ,43,jujur pas dengar anies tidak langsung cekikikan bilang adik lihat ini prabowo baik gizi hamil anies merespon bawa keras seksual setara tebakan
@tvOneNews Prabowo gibran menang malu satu putaran,netral,  Prabowo gibran menang malu satu putaran ,6,prabowo gibran menang malu putar
@ghosty2021 @itskaaa24 @_milkgyuu @hunmanity Wkwkwk sama kek temen gw dia software engginer bisa2nya bilang jaki ngga guna dan ngga solutif. Gw ngga habis pikir app sebagus itu dan sesolutif itu dibilang ngga guna. Btw dia pembenci anies garia keras kayanya. Bahkan program anies di jakarta katanya pencitraan semua,netral,     Wkwkwk sama mirip  teman saya dia perangkat lunak insinyur bisa bisanya bilang jaki tidak guna dan tidak solutif. Gw tidak habis pikir apikasi sebagus itu dan sesolutif itu dibilang tidak guna. Btw dia pembenci anies garis keras kayanya. Bahkan program anies di jakarta katanya pencitraan semua ,46,ha teman perangkat lunak insinyur bisa bilang jaki solutif habis pikir apikasi bagus sesolutif bilang omong omong benci anies garis keras kayak program anies jakarta citra
@DPNAminBalad @cakimiNOW Gus Muhaimin Keren @cakimiNOW #RezimPerusakLingkungan #AMINAjaDulu,netral,   Gus Muhaimin Keren    ,3,gus muhaimin keren
@Dahnilanzar @basuki_btp Kurang lebih pemilih Pak Prabowo di 2019 64 juta. Beliau gabung di pemerintahan sbg menhan. Menurutmu beliau itu bukan pengkhianat pada pemilihnya hah ?!. Sampai matipun hanya pantas sbg capres orang seperti itu. Bumi pertiwi tidak sudi di pimpin oleh seorang pengkhianat sejati,netral,   Kurang lebih pemilih Pak Prabowo di 2019 64 juta. Beliau gabung di pemerintahan sebagai menhan. Menurutmu beliau itu bukan pengkhianat pada pemilihnya ha ?!. Sampai matipun hanya pantas sebagai capres orang seperti itu. Bumi pertiwi tidak sudi di pimpin oleh seorang pengkhianat sejati ,43,pilih prabowo juta beliau gabung perintah menhan turut beliau khianat pilih ha mati capres orang bumi pertiwi sudi pimpin khianat sejat
Ganjar-Mahfud membawa semangat inklusivitas di mana setiap perempuan dihargai tanpa pandang bulu . Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @aji_defran #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 https://t.co/v763d5yDIm,positif, Ganjar-Mahfud membawa semangat inklusivitas di mana setiap perempuan dihargai tanpa pandang bulu . Kesejahteraan berlipat ganda Indonesia Makmur Sentosa      ,19,ganjar mahfud bawa semangat inklusivitas perempuan harga pandang bulu sejahtera lipat ganda indonesia makmur sentosa
@Kappa_2023 @hikmat_says @kepinginpintar Anies jg dipecat bukan karna gagasan tp mau bongkar praktik kotor d pendidikan. Justru gagasan dia pas jd mendikbud banyak yg bilang bagus dan banyak yg merasakan. Tp klo anda jg mau menilai anies jelek silakan si sebenernya bebas kita selama wakanda no more Indonesia forever,netral,    Anies juga  dipecat bukan karena gagasan tapi mau bongkar praktik kotor  pendidikan. Justru gagasan dia pas jadi mendikbud banyak yang bilang bagus dan banyak yang merasakan. Tp kalau anda juga  mau menilai anies jelek silahkan si sebenarnya bebas kita selama wakanda tidak lagi Indonesia selamanya ,45,anies pecat gagas bongkar praktik kotor pendidikan gagas pas mendikbud bilang bagus rasa nilai anies jelek silah si bebas wakanda indonesia
@muthiastp Karena Mahfud menolak. Kalau Mahfud menerima Demokrat tidak hengkang PKB dan Muhaimin tetap di kubu Prabowo.,netral,  Karena Mahfud menolak. Kalau Mahfud menerima Demokrat tidak hengkang PKB dan Muhaimin tetap di kubu Prabowo. ,16,mahfud tolak memahfud terima demokrat hengkang pkb muhaimin kubu prabowo
Ganjar-Mahfud pilihan cerdas untuk generasi yang ingin Indonesia maju @official_masboy VisiMisi GanjarMahfud https://t.co/f8rJczH3MT,netral, Ganjar-Mahfud pilihan cerdas untuk generasi yang ingin Indonesia maju  VisiMisi GanjarMahfud  ,11,ganjar mahfud pilih cerdas generasi indonesia maju visi misi ganjar memahfud
@xquitavee @prabowo Itu jawaban uh terlalu sederhana n cari aman.... Nyatanya semalam gak bisa menjawab... Omongan buzer tergantung pesanan ya,netral,   Itu jawaban uh terlalu sederhana dan cari aman.... Nyatanya semalam tidak bisa menjawab... Omongan buzer tergantung pesanan ya ,18,uh sederhana cari aman malam omong buzer gantung pesan iya
@kangdede78 Awas blunder tim Prabowo bukan yg suka lapor2,netral,  Awas kesalahan ceroboh tim Prabowo bukan yang suka lapor lapor ,10,awas salah ceroboh tim prabowo suka lapor lapor
Relawan Prabowo-Gibran Lamongan: Gibran Membuat Keok Muhaimin dan Mahfud MD https://t.co/dS0PntcCYa,positif, Relawan Prabowo-Gibran Lamongan: Gibran Membuat Keok Muhaimin dan Mahfud MD  ,10,relawan prabowo gibran lamongan gibr keok muhaimin mahfud md
@99propaganda @prabowo Wkwkwk wkwkwk wkwkwk benar.. Wkwkwk wkwkwk wkwkwk,netral,   Wkwkwk ha wkwkwk benar.. Wkwkwk ha wkwkwk ,7,ha wkwkwk ha ha wkwkwk ha
@vany778126 @AdeLeonardo Iya setuju sih.. soal jebak menjebak ya semua paslon jg ngelakuin itu sih caranya aja yg beda.. singkatan ini walo diomelin di twitter tp pa jokowi pake cara itu jg dan berhasil ya hehe.. kata kunci gibran td gus muhaimin sbg ketua umum pkb hehe.. parpol islam terbesar,netral,   Iya setuju sih.. soal jebak menjebak ya semua paslon juga  lakukan itu sih caranya saja yang beda.. singkatan ini walau diomeli di twitter tapi pak jokowi pakai cara itu juga  dan berhasil ya hehe.. kata kunci gibran tadi gus muhaimin sebagai ketua umum pkb hehe.. parpol islam terbesar ,48,iya tuju sih jebak jebak iya paslon laku sih beda singkat omel twitter jokowi pakai hasil iya ha kunci gibran gus muhaimin ketua pkb ha parpol islam besar
Gw akan lebih paham dengan bahasa ganjar ke masyarakat daripada abah anies mungkin nanti kita flip the fucking coins lg kaya menentukan minat di fakultas hukum atau teknik Hukun Inter atau Hukum Pidana ,negatif, Gw akan lebih paham dengan bahasa ganjar ke masyarakat daripada abah anies mungkin nanti kita membalik itu sialan koin lagi mirip  menentukan minat di fakultas hukum atau teknik Hukun Inter atau Hukum Pidana  ,33,paham bahasa ganjar masyarakat abah anies balik sial koin tentu minat fakultas hukum teknik hukum inter hukum pidana
@satrio_tone @are_inismyname @zarryhendrik @seeksixsuck @kurawa @P4P4B0W0_2024 @99propaganda @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @florieliciouss @Kimberley_2024 bilangin gibran bang klo debat,netral,             bilang gibran bang kalau debat ,5,bilang gibran bang debat
Ganjar-Mahfud memahami bahwa keberlanjutan ekonomi bergantung pada pengelolaan perdagangan yang cerdas dan berkelanjutan. @violet_adreane Juara ! Pasti Lebih Baik https://t.co/1ouQHv2SOP,positif, Ganjar-Mahfud memahami bahwa keberlanjutan ekonomi bergantung pada pengelolaan perdagangan yang cerdas dan berkelanjutan.  Juara ! Pasti Lebih Baik  ,18,ganjar mahfud paham lanjut ekonomi gantung kelola dagang cerdas lanjut juara
@zarryhendrik Ah waktu gibran jebak dgn pertanyaan singkatan sambil ngomong maaf pak kl pertanyaan nya agak susah anda diam saja ga komentar,netral,  Ah waktu gibran jebak dengan  pertanyaan singkatan sambil omong maaf pak kalau pertanyaan nya agak susah anda diam saja tidak komentar ,21,ah gibran jebak singkat omong maaf nya susah diam komentar
@tempodotco berarti positif pemilu curang dan Gibran bakal bunuh Prabowo,netral,  berarti positif pemilu curang dan Gibran bakal bunuh Prabowo ,9,positif milu curang gibran bunuh prabowo
@Nikmatul_Sg Yoosssshhhhh !!!! Menang Total Ganjar Mahfud Setia mendukungmu ,positif,  Yoosssshhhhh !!!! Menang Total Ganjar Mahfud Setia mendukungmu  ,8,iya menang total ganjar mahfud setia dukung
@budimandjatmiko @gibran_tweet Budiman jadi Gakberbudiman ,netral,   Budiman jadi Gakberbudiman  ,3,budiman budiman
@bumnbersatu Anies Muhaimin kita mengharapkan punya president yg berahklak dan beretika yg amanah jujur tegas tdk takut oligarky tdk mendukung korupsi takut pada Tuhannya itu yg lebih utama,netral,  Anies Muhaimin kita mengharapkan punya presiden yang berakhlak dan beretika yang amanah jujur tegas tidak takut oligarki tidak mendukung korupsi takut pada Tuhannya itu yang lebih utama ,27,anies muhaimin harap presiden akhlak etika amanah jujur takut oligarki dukung korupsi takut tuhan utama
@tvOneNews all in Ganjar Mahfud ,netral,  semua ini Ganjar Mahfud  ,4,ganjar mahfud
M45Broo Berat. Kalo Ganjar Pranowo dan Machfud MD menang itu adalah mukjizat GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,positif, M45Broo Berat. Kalo Ganjar Pranowo dan Machfud MD menang itu adalah mukjizat GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat ,20,mas saudara berat ganjar pranowo mahfud md menang mukjizat ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
Anis Baswedan Cerdas Santun Santri. Pasangan Ideal Anis-Muhaimin #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/fLWjryWdWF,positif, Anis Baswedan Cerdas Santun Santri. Pasangan Ideal Anis-Muhaimin       ,8,anies baswedan cerdas santun santri pasang ideal anies muhaimin
@kinderrry Anies memang paling TOP di debat tadi malam.,positif,  Anies memang paling TOP di debat tadi malam. ,8,anies top debat malam
@UthnkImInnocent @prabowo iyaa yaa kenapa beliau itu emosian sekali orangnya,netral,   iya ya kenapa beliau itu emosian sekali orangnya ,8,iya iya beliau emosi orang
@serbukupil @aphroinme @Gerindra Dia kasih nilai ada landasannya! itu hak rakyat Indonesia emang pak anies saat itu masih jadi gubernur???????,netral,    Dia kasih nilai ada landasannya! itu hak rakyat Indonesia memang pak anies saat itu masih jadi gubernur??????? ,17,kasih nilai landas hak rakyat indonesia anies gubernur
Bandar Terpercaya dengan Permainan TerLengkap &amp; Sistem Permainan yang Sangat Fair ! Proses CEPAT Depo &amp; WD Min. 10 RB Link: tarocinta com (koma ganti titik) WA 087881508351 #tarotogel Gibran ES GE I E Mahfud Agung Sedayu Bahlil #02Melanjutkan El Sulfat #jumatberkah #videoviral https://t.co/USwq0TxFwo,netral, Bandar Terpercaya dengan Permainan TerLengkap &amp; Sistem Permainan yang Sangat Fair ! Proses CEPAT Depo &amp; WD Min. 10 RB Link:  (koma ganti titik) WA 087881508351  Gibran ES GE I E Mahfud Agung Sedayu Bahlil  El Sulfat    ,37,bandar percaya main lengkap sistem main adil proses cepat depo wd min ribu taut koma ganti titik gibran s tidak i e mahfud agung dayu bahlil el sulfat
@tribunnews hanya pak prabowo yg hebat yg sampai terfikirkan ide brilliant ini,netral,  hanya pak prabowo yang hebat yang sampai terfikirkan ide cemerlang ini ,11,prabowo hebat terfikirkan ide cemerlang
Jalan Sehat Anies Muhaimin Sidoarjo Jawa Timur https://t.co/9BA7vooAzZ,netral, Jalan Sehat Anies Muhaimin Sidoarjo Jawa Timur  ,7,jalan sehat anies muhaimin sidoarjo jawa timur
@UNSfess_ kalo maksudlu itu riding the wave waktu masalah ahok dulu skrg ini beliau sampe turun dari dirut buat ngikut ngampanyein 03 doesn t it obvious kalo demokrasi indonesia baru mengkhawatirkan.. tambahan juga anies lbh byk kasi izin gereja drpd masjid wakty jd gub,netral,  kalau maksudmu itu berkuda itu gelombang waktu masalah ahok dulu sekarang ini beliau sampai turun dari dirut buat ikut kampanyekan 03 tidak trilliun itu jelas kalau demokrasi indonesia baru mengkhawatirkan.. tambahan juga anies lebih  banyak  kasih izin gereja daripada  masjid waktu jadi gubernur ,43,maksud kuda gelombang ahok beliau turun dirut kampanye trilliun demokrasi indonesia khawatir tambah anies kasih izin gereja masjid gubernur
@Fahrihamzah Ikuti kata Jokowi dan Wiranto... TOLAK PRABOWO... https://t.co/ft3bXJ6vrj,negatif,  Ikuti kata Jokowi dan Wiranto... TOLAK PRABOWO...  ,7,ikuti jokowi wiranto tolak prabowo
@WaktunyaIDMaju Semoga prabowo gibran menang,positif,  Semoga prabowo gibran menang ,4,moga prabowo gibran menang
Dengan Ganjar-Mahfud yakin Indonesia bisa lebih unggul @poteepotato VisiMisi GanjarMahfud https://t.co/bKpqBPdmVq,positif, Dengan Ganjar-Mahfud yakin Indonesia bisa lebih unggul  VisiMisi GanjarMahfud  ,9,ganjar mahfud indonesia unggul visi misi ganjar memahfud
@kochengrumahan @kinokuniwa Belum pengalaman? Wkwkwk solo berkembang pesat dipegang mas gibran Lawak sekali tnpa melihat langsung dilapangan,positif,   Belum pengalaman? Wkwkwk solo berkembang pesat dipegang mas gibran Lawak sekali tanpa  melihat langsung di lapangan ,16,alam ha solo kembang pesat pegang mas gibran lawak langsung lapang
PolJokesID bicara dgn pengalaman di jkt ganjar pengalaman di jateng dan nebeng jokowi GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,positif, PolJokesID bicara dengan  pengalaman di jakarta  ganjar pengalaman di jateng dan nebeng jokowi GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat ,21,bicara alam jakarta ganjar alam jateng nebeng jokowi ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
1. anies 2. prabowo 3. ganjar 4. manchester united siapapun yang kelen pilih tetap aja yang kalah emyu,netral, 1. anies 2. prabowo 3. ganjar 4. manchester serikat siapapun yang kalian pilih tetap saja yang kalah mu ,18,anies prabowo ganjar manchester serikat pilih kalah mu
sering kali jawabannya nggak nyambung sama pertanyaan belum lagi sifatnya yang kadang suka merendahkan orang lain itu yang bikin gue nggak sreg. pas di ideafest salah satu contohnya kontras bgt suasana di panggung dan pertanyaan panelis saat sesinya pak anies dan pak ganjar,netral, sering kali jawabannya tidak sambung sama pertanyaan belum lagi sifatnya yang kadang suka merendahkan orang lain itu yang bikin saya tidak sreg. pas di pesta ide salah satu contohnya kontras sekali  suasana di panggung dan pertanyaan panelis saat sesinya pak anies dan pak ganjar ,44,kali jawab sambung sifat kadang suka rendah orang bikin sreg pas pesta ide salah contoh kontras suasana panggung panelis sesi anies ganjar
@erickthohir @prabowo @gibran_tweet GAGASAN OTENTIK GAGASAN KOSMETIK https://t.co/hp7VpxoRJu,netral,    GAGASAN OTENTIK GAGASAN KOSMETIK  ,4,gagas otentik gagas kosmetik
Pak Ganjar dan Mahfud nih punya visi yang oke banget buat atasi masalah kesehatan mental ini baru pemimpin! @KimFebby9 VisiMisi GanjarMahfud https://t.co/yX7NyTiPxO,positif, Pak Ganjar dan Mahfud nih punya visi yang oke sekali  buat atasi masalah kesehatan mental ini baru pemimpin!  VisiMisi GanjarMahfud  ,20,ganjar mahfud ini visi oke atasi sehat mental pimpin visi misi ganjar memahfud
@barmen2j84 @ggggggfrf3 @jokowi @prabowo @gibran_tweet @aniesbaswedan @cakimiNOW @ganjarpranowo @mohmahfudmd @permatadnda @Tutik93287999 @JuandaDemang kalau hasil surveinya menaning 01 pasti kamu percaya,netral,             kalau hasil surveinya menangkan 01 pasti kamu percaya ,8,hasil survei menang percaya
@ajengcute16__ Mbak @ajengcute16__ Berarti anda MENGHINA junjungan anda sendiri yakni pak SBY.Pak SBY 3x lho MENDUKUNG Prabowo pada gelaran pilpres : 2014 2019 &amp; 2024.,netral,  Mbak  Berarti anda MENGHINA junjungan anda sendiri yakni pak SBY.Pak SBY 3 kali lo MENDUKUNG Prabowo pada gelaran pilpres : 2014 2019 &amp; 2024. ,24,mbak hina junjung sby surabaya kali lo dukung prabowo gelar pilpres
@Nikmatul_Sg PDI Ganjar kuatttt siap bertempur dan membawa kemenangan MERDEKA!!,positif,  PDI Ganjar kuat siap bertempur dan membawa kemenangan MERDEKA!! ,9,pdi ganjar kuat tempur bawa menang merdeka
@DenmasSojo @aniesbaswedan Ini pas Pa Anies berpendapat semuanya diam mendengarkan dengan hidmat. Calon pemimpin yang punya wibawa ya gitu. Aminajadulu,positif,   Ini pas Pa Anies berpendapat semuanya diam mendengarkan dengan hidmat. Calon pemimpin yang punya wibawa ya gitu. Aminajadulu ,18,pas anies dapat diam dengar khidmat calon pimpin wibawa iya amin
@tempodotco Semakin cinta dan sayang deh sama pak Prabowo,netral,  Semakin cinta dan sayang deh sama pak Prabowo ,8,cinta sayang deh prabowo
@ruthnats Gegara anies gw tau artinya demokrasi sesungguhnya..gw pikir cm yg penting coblos trus bhay,positif,  Gegara anies saya tahu artinya demokrasi sesungguhnya..gw pikir cuma  yang penting coblos terus  selamat tinggal ,15,gegara anies demokrasi sungguh pikir coblos selamat tinggal
